"noc_title","V1.2.C.3.a","V1.2.C.3.b","V1.2.C.4.a","V1.2.C.4.b","V1.2.C.4.c","V1.2.C.4.d","V1.2.C.9.a","V1.2.B.3.b","V1.2.B.3.e","V1.4.A.3.b.1","innovation","rank.2.C.4.a","rank.2.C.4.b","rank.2.C.4.c","rank.2.C.4.d","rank.2.B.3.e","rank.2.B.3.b","rank.2.C.3.a","rank.4.A.3.b.1","rank.2.C.3.b","rank.2.C.9.a","rank.V1.1.C.7.a","harm.rank","harm.rank.digital","harm.rank.no.tel","tech","digital","tech.no.tel"
"4211 Paralegal and related occupations",12.8734,0.171,7.252,0.187,0.336,0.2832,2.1037,0.93,0.69,17.7514,3.78,339.5,451.5,436.5,375.5,273.5,339.5,130.5,61.5,477.5,278.5,128.5,167.354263788645,129.76325416397,154.922163547838,0,NA,NA
"4212 Social and community service workers",8.58564444444444,0.461422222222222,4.8034,0.719777777777778,1.08822222222222,1.32668888888889,1.3664,1.1575,0.646944444444445,12.6252,3.49666666666667,431,385,380,204,284,295,274,200,461,373,244,295.029675206164,270.378846820038,283.075368371187,0,NA,NA
"4214 Early childhood educators and assistants",4.3143,0.4788,4.4121,0.7314,2.682,1.5648,1.054,0.8556,0,4.1249,4.06,442,382,262,169,445.5,354,379,407,459,402,42.5,405.558722305428,408.013775094872,406.074370717347,0,NA,NA
"4215 Instructors of persons with disabilities",11.6487,1.69916,10.490412,1.95858,2.342064,4.78656,1.9032,2.09,0.836352,12.596416,4.02,223,255,305,82,232,148,171,201,364,295,51,215.163212623848,216.982429146381,204.019765076534,0,NA,NA
"4216 Other instructors",7.2127,0.551655555555556,8.964,2.14898888888889,4.01693333333333,2.77737777777778,1.79666666666667,0.992222222222222,0.608888888888889,6.30186666666667,3.91,267,236,187,107,287,331,319,360,454,308,85,336.825055155586,317.370867251943,343.002441467781,0,NA,NA
"4311 Police officers (except commissioned)",12.50775,2.896,6.4875,2.1165,3.9991,1.776275,11.11715,1.5972,1.17375,16.93625,3.39,373,240,188,155,157.5,209,145,79,300,15,298,62.3424377803176,45.372841684742,148.18051853764,0,NA,NA
"4312 Firefighters",8.53875,7.826,10.2752,9.0465,9.40695,6.26235,12.557025,1.855,0.39375,7.9192,3.585,231,53,53,57,325.5,174,276,321,137,11,214,56.5650951408166,42.9591006818238,219.885107126507,0,NA,NA
"4411 Home child care providers",3.55585,0.659025,4.40385,0.704475,3.06445,2.3091,1.36125,1.463275,0,2.156975,4.045,443,386,233,132,445.5,229,405,452,442,374,46,370.781652822895,417.673083463988,369.949346273282,0,NA,NA
"4412 Home support workers, housekeepers and related occupations",1.6781,0.3078,4.2978,0.246,2.3876,1.4964,1.4432,0.5244,0,1.1808,3.46,445,443,303,178,445.5,407.5,461,471,472,359,264.5,432.815774995772,430.081367417872,451.062708722042,0,NA,NA
"4413 Elementary and secondary school teacher assistants",7.0467,0.5719,7.0866,0.9174,1.4006,1.395,1.2844,1.96,0.75,8.2992,3.92,345,362,359,196,250.5,154.5,323,308,451,381,82.5,278.294846461559,309.678780437773,263.962753339317,0,NA,NA
"4421 Sheriffs and bailiffs",8.50585,1.2599,3.7386,1.3224,1.4945,0.790625,6.45665,0.140625,0.219225,9.66125,3.02,456,322,355,257,385,455.5,278,258,393,48,414.5,170.586742125557,131.388476898668,338.648801114066,0,NA,NA
"4422 Correctional service officers",13.0326,0.9112,6.4264,0.1665,1.1502,0.2352,5.238,1.0044,0.75,11.121,3.31,374,458,376,398,250.5,323.5,123,230,424,67,326,164.337856687035,128.718575247613,229.312894132369,0,NA,NA
"4423 By-law enforcement and other regulatory officers, n.e.c.",11.8695,4.320375,7.253825,3.28080625,4.08024375,4.627875,4.5473625,0.66504375,1.289025,12.80259375,3.56,338,170,183,84,136,392,163,196,238,82,226,161.074709221206,131.056592213234,198.400079056955,0,NA,NA
"5111 Librarians",18.1634,1.785,7.5429,0.5324,1.3708,1.0385,2.4038,1.88,0.475,17.7175,3.9,326,406,362,222,323.5,164.5,38,64,354,249,87,105.32505464801,83.147455249646,94.399285474211,0,NA,NA
"5112 Conservators and curators",11.8958,5.2782,5.211225,3.388,7.824375,4.0416,1.716875,2.4797,1.47875,12.6326,4.16,413,162,76,92,114,102,162,199,205,330,18,160.364020633116,175.041149168668,145.37534160553,0,NA,NA
"5113 Archivists",15.54,1.6218,4.8923,0.4148,3.7352,1.4259,2.1875,0.75,2.35,16.498,3.38,426.5,422.5,202.5,186.5,69,368,61.5,89.5,368.5,269.5,302,118.932738612311,88.8251406377218,106.94769649114,0,NA,NA
"5121 Authors and writers",10.395,1.50255,2.77835,0.239725,0.1272,0.5117,3.3022,1.17,0.93,13.600075,4.63,473,446,463.5,317,211,294,214,170,377,155,2,216.906512763975,184.959521301744,235.278281557248,0,NA,NA
"5122 Editors",10.863,1.5295,6.2543,0.884,0.299,0.7425,5.618,1.0044,1.215,14.9896,4,381,369,441,267,147,323.5,201,135,376,62,55.5,147.538349025407,114.504224805612,201.658626268049,0,NA,NA
"5123 Journalists",10.1775,1.3195,8.3916,1.1178,1.197,2.46,7.08,0.3125,0.5244,10.6314,3.5,295,338,373,124,305.5,438.5,221,235,388,41,241,147.565297530003,111.688293906637,296.728115735317,0,NA,NA
"5125 Translators, terminologists and interpreters",13.3076,1.6272,5.6153,2.2017,1.962,2.436,6.9966,1.75,0.3125,10.187,3.6,399,232,324,125,348,184.5,112,247,367,42,203,127.358288285042,102.5563212925,209.596396295141,0,NA,NA
"5131 Producers, directors, choreographers and related occupations",12.503592,4.93892,5.45496,1.400112,0.440128,0.404752,9.548036,1.482944,1.014,11.731048,4.116,407,313,427,346,183,226,146,219,216,24,27,91.1902061117221,70.4436704919702,193.824446751501,0,NA,NA
"5132 Conductors, composers and arrangers",13.6977555555556,2.2092,3.56517777777778,0.655288888888889,0.0732666666666667,0.575166666666667,2.92147777777778,1.2475,0.984866666666667,13.2910666666667,4.52333333333333,460,390,472,294,199,274,105,178,334,188,4,187.893413594748,158.030561610886,187.67364945812,0,NA,NA
"5133 Musicians and singers",5.3463,1.4949,5.074,0.586625,0.1025,0.44275,1.45885,1.035,0,3.675,3.475,419,395,469,335,445.5,312,361,414,379,358,250,374.445502438687,392.263524923323,377.69547254581,0,NA,NA
"5134 Dancers",1.5936,0.9996,3.0368,2.1311,0.345,0.702,0.29,0.8556,0,1.3629,3.63,470,238,434,270,445.5,354,465,467,417,476,190.5,433.902274256002,464.10428351318,426.200689176739,0,NA,NA
"5135 Actors and comedians",4.6592,0.6728,2.346,0.4758,0.0303,0.0832,1.888,0.475,0,2.4428,4.06,474,415,480,433,445.5,423.5,375,441,441,299,42.5,397.005284865633,381.134131199753,424.45486135806,0,NA,NA
"5136 Painters, sculptors and other visual artists",21.624,4.7603,11.264,1.804,3.0694,1.5792,3.4026,2.025,1.0044,10.034,4,187,268,232,168,189.5,150,14,251,221,147,55.5,63.9876855037228,48.4021124227461,57.463810236502,0,NA,NA
"5211 Library and public archive technicians",11.847,1.4841,6.3945,0.728,1.2816,0.4284,1.76,0.69,1.215,12.87,3.46,376,383,370,339,147,385.5,164,192,381,311,264.5,227.195606916094,188.645091865517,215.481639202447,0,NA,NA
"5212 Technical occupations related to museums and art galleries",12.7624,9.1806,5.3536,5.8539,17.0171,5.0848,1.0318,3.24,0.69,12.9804,4.29,408,103,8,76,273.5,55.5,137,188,107,405,10,131.57375989161,214.552868552297,115.905090790585,0,NA,NA
"5221 Photographers",18.2784,2.3616,5.289,2.2848,1.7168,0.216,2.6696,3,1.215,18.18,4.08,411,226,339,405,147,66,37,53,327,210,36.5,80.7487510151046,71.0096131363647,71.8749989876796,0,NA,NA
"5222 Film and video camera operators",20.9456,11.2558,3.9292,0.8322,0.3729,0.0202,13.041,3.71,0.69,10.3766,4.06,455,371,432,471.5,273.5,45.5,17,241,84,8,42.5,28.8861545670196,22.9302726958923,51.7593754801422,0,NA,NA
"5223 Graphic arts technicians",16.169,4.545,10.402725,3.1341,0.2033,0.326325,2.9593,3.900775,7.015,18.03645,3.69,227,179,459,367,17,41,53,55,231,185,167.5,47.836426342585,41.1067748300811,41.6489361702128,0,NA,NA
"5224 Broadcast technicians",20.8923,16.6782,11.5519,4.988,2.9736,0.7434,18.6615,4.24,2.82,18.48,3.59,176.5,129,237,266,57.5,34,18,49,33,4,209,17.2558191921362,13.8061671272863,33.8503891546494,1,"Digital",NA
"5225 Audio and video recording technicians",20.1802,12.68615,5.952,2.9304,0.90945,0.1962,12.600475,4.0725,2.465625,22.756525,3.765,388,194,395,414,66,37,22,14,55,10,136,23.0634111193436,18.5202855269867,29.5432786961651,1,"High-Tech",NA
"5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",6.1965,4.7594,5.91105,2.92,6.0166,1.5216,1.8205,1.4094,0,4.5766,4.33,390,195,110,172,445.5,237,348,397,222,304,9,306.400583892425,367.099698701704,306.682245671691,0,NA,NA
"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",7.8737625,7.69255,7.001175,2.4450625,1.9621875,0.3120125,5.4211625,1.2129,0.136875,4.8069875,3.635,349,216,323,370,390,288,304,391,142,63,185,174.087290751446,166.581615023556,265.386184761685,0,NA,NA
"5231 Announcers and other broadcasters",18.603,5.8081,8.0282,1.2994,0.9198,1.1371,14.2065,0.8556,0.475,20.6584,3.73,315,326.5,393,213,323.5,354,34,23,189,7,152,29.0697929849839,20.169447630323,61.4251982810853,0,NA,NA
"5232 Other performers, n.e.c.",0.4715,0.1308,0.6072,0.1712,0.2128,0.2552,0.264,1.4256,0,0.3302,3.08,483,457,456,389,445.5,234,481,481,479,479,396,405.104175789701,472.123882986199,392.844826996107,0,NA,NA
"5241 Graphic designers and illustrators",18.7308,3.757975,5.6465,1.269675,0.28,0.62275,2.86375,3.2136,1.99155,22.06575,4.105,397,328,444,285,79,58,33,16,252,198,29,47.3701133655932,37.8213324948468,41.105908147145,0,NA,NA
"5242 Interior designers and interior decorators",14.875,11.935,11.5668,3.078,2.3046,1.1178,2.5668,2.1056,1.54,17.7927,4.52,175,184,309,214,107.5,136.5,80,60,62,223,5,91.5112064215778,94.2951499990037,81.8311123561759,0,NA,NA
"5243 Theatre, fashion, exhibit and other creative designers",10.078425,7.55595,9.60225,2.2701,2.3162,0.4158,2.8981,2.221875,1.125,13.72625,4.585,244,227,308,342,161.5,119,226,166,144,192,3,162.344740070733,184.089989521154,157.346302955691,0,NA,NA
"5244 Artisans and craftspersons",5.83585555555556,7.13144444444444,8.25653333333333,2.5422,5.97426666666667,0.158888888888889,1.70704444444444,2.75333333333333,0.512711111111111,6.19737777777778,3.93,306,212,112,423,321,84,351,364,155,331,79.5,200.848681646806,341.930802298348,186.142180237591,0,NA,NA
"5245 Patternmakers - textile, leather and fur products",9.0746,8.671,15.8006,2.055,1.4787,0.4608,1.4964,3.18,2.5,12.1225,4.14,63,252,356,334,64,59,254,212,123,355,25,116.41174474604,149.19801336266,102.601560050117,0,NA,NA
"5251 Athletes",7.3935,5.0151,9.6398,4.2009,3.213,0.952,4.761,1.6544,0,6.3753,3.09,242,139,224,236,445.5,198,315,358,214,76,394,194.470457191997,188.886602440688,279.8611519052,0,NA,NA
"5252 Coaches",6.318,0.9956,6.6548,2.7072,0.9928,4.4503,2.9394,2.82,0,9.8072,4.08,363,205,386,86,445.5,76.5,345,256,418,186,36.5,202.304109711628,278.387538620394,205.670531506955,0,NA,NA
"5253 Sports officials and referees",5.0882,0.6448,4.1548,0.8479,0.0636,0.3186,1.2118,1.0044,0,4.6172,2.64,451,370,474,369,445.5,323.5,366,395,445,390,475,390.344156910805,398.119499268312,390.213252222937,0,NA,NA
"5254 Program leaders and instructors in recreation, sport and fitness",4.1591,1.7739,4.02615,3.37425,3.2942,4.93025,1.9594,1.0275,0,1.689975,3.285,454,164,217,79,445.5,313.5,383,461,355,293,342,365.891362409051,384.258060358157,384.705657543237,0,NA,NA
"6211 Retail sales supervisors",5.1726,1.5808,12.9828,1.2994,1.3432,1.0366,2.6398,1.32,1.4256,7.3612,3.81,136,326.5,366,223,118.5,246,364,337,370,213,119,235.447345599156,213.453961094565,240.263241653851,0,NA,NA
"6221 Technical sales specialists - wholesale trade",11.1982,10.8125,13.2459,3.4125,3.900525,1.074675,4.047,3.0264,1.58375,10.516275,3.375,122,160,192,217,102,64,180,240,89,104,304,108.298335880681,138.375808401465,108.983026598806,0,NA,NA
"6222 Retail and wholesale buyers",14.144,2.8952,14.8155,2.4843,3.0967,0.198,3.4848,1.0044,1.54,14.3112,3.58,82,214,229,412,107.5,323.5,93,154,301,142,217.5,151.162324879814,120.1218962276,152.907896810522,0,NA,NA
"6231 Insurance agents and brokers",11.9925,0.6027,12.6025,0.0525,0,0,2.1614,0.75,1.215,8.6592,3.57,145,475,482.5,480.5,147,368,159,298,449,273,223,240.643743951215,199.991266395353,234.923903172954,0,NA,NA
"6232 Real estate agents and salespersons",13.2924,0.6072,12.0979,0.357,0.7056,0.5236,3.0228,0.69,1.035,14.4075,3.68,153,428,409,306,176,385.5,113,152,448,180,172,191.711968604935,151.043387350348,194.008334559518,0,NA,NA
"6235 Financial sales representatives",5.2206,0.7434,14.9513,0.1404,0.0714,0.0824,1.3912,0.75,1.215,17.6391,3.95,80,462,473,434,147,368,363,65,435,370,69,185.445337937582,146.247245702862,168.582154778705,0,NA,NA
"6311 Food service supervisors",9.164,2.4522,11.2144,1.2348,4.455,1.0412,1.5312,1.0044,0.5244,8.5176,3.29,191,330,169,221,305.5,323.5,250,303,324,351,337.5,307.130393952086,299.018711920661,299.495039167567,0,NA,NA
"6312 Executive housekeepers",7.1556,5.3352,7.2357,1.9516,8.1571,1.515,3.0672,0.475,0,4.3316,3.61,341.5,256.5,69.5,173.5,445.5,423.5,320.5,403.5,203.5,175.5,200,289.384508325765,296.560524476435,331.830415785844,0,NA,NA
"6313 Accommodation, travel, tourism and related services supervisors",6.8904,0.1177,7.9299,0.0101,0.1272,0.226,1.7195,1.8144,1.4256,9.8264,4.03,318,478.5,463.5,400,118.5,176.5,332,255,480,328,48.5,230.505280825252,218.376758933978,217.483415801235,0,NA,NA
"6314 Customer and information services supervisors",6.8855,0.91,9.2769,0.9315,4.2355,1.4751,1.5405,1.0044,0.5244,10.3059,4.15,256,359,175,181,305.5,323.5,334,244,426,347,21.5,322.121747882394,302.963439023694,317.401180202109,0,NA,NA
"6315 Cleaning supervisors",7.1556,5.3352,7.2357,1.9516,8.1571,1.515,3.0672,0.475,0,4.3316,3.61,341.5,256.5,69.5,173.5,445.5,423.5,320.5,403.5,203.5,175.5,200,289.384508325765,296.560524476435,331.830415785844,0,NA,NA
"6316 Other services supervisors",6.8855,0.91,9.2769,0.9315,4.2355,1.4751,1.5405,1.0044,0.5244,10.3059,4.15,256,359,175,181,305.5,323.5,334,244,426,347,21.5,322.121747882394,302.963439023694,317.401180202109,0,NA,NA
"6321 Chefs",8.436,3.0155,14.0525,2.664,7.938,2.3674,2.548,1.54,0.3125,9.1123,3.81,95,206,74,130,348,218,281,278,294,226,119,268.372500821635,277.759558718817,278.525173024089,0,NA,NA
"6322 Cooks",3.4112,1.0147,8.019,0.5535,2.3232,0.336,0.9804,0.3125,0.3125,5.985,3.29,316,399,307,362,348,438.5,411,368,415.5,411,337.5,397.193200227681,383.519200257329,394.358642240236,0,NA,NA
"6331 Butchers, meat cutters and fishmongers - retail and wholesale",3.0051,1.5345,5.535,0.5875,1.89,1.4288,0.462,0.69,0.1344,5.95,2.82,401.5,393.5,331.5,184.5,394.5,385.5,434.5,369.5,374,467.5,447.5,402.35587155325,414.156562678811,391.306718158189,0,NA,NA
"6332 Bakers",5.3965,3.4608,8.8992,3.3901,3.4692,0.689,1.7472,1.54,0,3.422,3.18,282,161,212,273.5,445.5,218,359,424,270,312,372,318.784441151265,378.599697869667,319.967080606928,0,NA,NA
"6341 Hairstylists and barbers",4.7652,1.9092,4.5771,0.3904,7.7841,1.7871,0.516,1.75,0.5244,7.552,3.93,438,425,78,153,305.5,184.5,373,335,348,459,77,310.194413072263,360.797769091324,291.226027842042,0,NA,NA
"6342 Tailors, dressmakers, furriers and milliners",1.656,1.794,7.4568,0.5244,2.0124,0.5,0.9009,1.62,0,0.5694,3.99,332,408,321,320,445.5,205.5,462,478,353,424,57,363.469685491618,452.48394182707,353.2414238873,0,NA,NA
"6343 Shoe repairers and shoemakers",0.9174,2.9829,6.3054,0.3277,2.378,0.2714,0.534,0.1344,0,0.9792,3.37,380,432,304,380,445.5,460.5,475,473,296,455,307.5,423.220121646406,462.793213681741,417.221667476942,0,NA,NA
"6344 Jewellers, jewellery and watch repairers and related occupations",4.28264375,6.48496875,9.2525875,3.1875,4.40895,0.1004625,1.616375,2.465625,0.174375,3.67314375,3.685,259,177,171,431,387,103,380,415,172,338,171,231.201207095195,378.942535971355,217.376474606419,0,NA,NA
"6345 Upholsterers",1.8683,2.765,6.6264,0.8906,1.8207,0.655,1.0143,2.5944,0,4.6258,3.45,366,368,335,280,445.5,91.5,456,394,307,407,276.5,255.667122942758,425.059311045794,237.902253011557,0,NA,NA
"6346 Funeral directors and embalmers",10.6855,1.962,8.5424,3.198475,13.5436,10.0764,3.776575,1.215,0.2975,9.65615,3.7,289,176,13,40,366,284.5,207,259,344,122,162,231.57170877127,205.0364844754,281.217703198988,0,NA,NA
"6411 Sales and account representatives - wholesale trade (non-technical)",7.4347,3.0576,7.4648,0.7503,1.316,0.2668,2.2066,1.215,0.75,12.5961,3.43,331,381,369,383.5,250.5,284.5,313,202,291,267.5,282.5,263.867975243689,252.982670792877,262.960682586944,0,NA,NA
"6421 Retail salespersons",9.542475,1.500575,9.453125,1.10505,0.77805,0.308725,2.6182,1.625,0.39375,11.341125,3.165,248,340,403,371,325.5,202.5,237,227,378,216,376,251.981678484496,246.021711273147,260.376524441094,0,NA,NA
"6511 Ma�tres d'h�tel and hosts/hostesses",2.116,1.0147,4.883,0.0981,1.1786,0.528,2.0188,0,0,3.3201,2.91,428,467,375,304,445.5,474,452,427,415.5,286,433,406.115012532996,389.562971763099,442.876884025142,0,NA,NA
"6512 Bartenders",4.7235,1.539,7.7552,0.792,2.8798,0.5418,2.73,0.75,0.3125,5.2685,3.58,321,376,249,300,348,368,374,382,372,207,217.5,327.124388987807,308.864697625555,369.441171509986,0,NA,NA
"6513 Food and beverage servers",4.2336,0.5334,5.5029,0.3776,0.918,0.2645,1.7184,0,0.5244,8.2503,2.55,405,426,394,385,305.5,474,381,311,455,329,479,365.538924235729,330.145366500564,373.585485610691,0,NA,NA
"6521 Travel counsellors",13.4064,2.7863,4.6968,0.0101,0.0101,0.0101,10.9682,1.54,1.3125,17.618,2.35,432,478.5,481,475,131,218,110,66,305,16,482,61.1198046472453,44.2802782006507,127.083135248907,0,NA,NA
"6522 Pursers and flight attendants",4.9776,1.0944,5.2942,0.896,3.0267,0.8379,1.6632,0.93,0.5244,6.223,3.81,410,367,235,252,305.5,339.5,367,363,407,334,119,350.873102055469,341.51951573845,354.229954725597,0,NA,NA
"6523 Airline ticket and service agents",15.45,1.4352,7.9242,0.585,1.5808,0.9246,2.912,0.75,1.6544,18.9819,3.56,319,396,348,239,94,368,65,43,385,191,226,101.843126906071,74.6081621269871,93.0998066429678,0,NA,NA
"6524 Ground and water transport ticket agents, cargo service representatives and related clerks",12.679875,2.5248,9.1612,0.83185,2.1812,0.5302,3.4945,0.515625,0.884225,15.032875,3.305,262,372,315,303,224,419.5,139,132,321,141,328,189.680954896093,152.973311073812,203.336260631156,0,NA,NA
"6525 Hotel front desk clerks",11.0885,2.8078,9.089,0.896,3.268,0.6985,2.8749,1.6544,1.54,15.7885,3.26,264,366,218,271,107.5,198,182,102,304,196,352.5,158.857223980382,135.749904571685,152.935024600786,0,NA,NA
"6531 Tour and travel guides",4.095,1.6956,4.4946,0.726,0.6588,0.689,2.32,0.93,0.5244,5.2275,3.37,440,384,412,273.5,305.5,339.5,387,383,365,261,307.5,334.634300629593,326.239715927104,354.277586689058,0,NA,NA
"6532 Outdoor sport and recreational guides",10.64,1.1502,9.42,0.5418,0.9825,1.0281,4.0809,1.88,0.5244,12.352,3.95,249,401.5,388,226,305.5,164.5,209,207,400,102,69,193.068584678856,177.454592156468,233.991457267206,0,NA,NA
"6533 Casino occupations",6.23590625,1.138125,10.4290625,0.25086875,0.328425,0.10993125,1.4994,0.428125,0.30805,7.94658125,2.4775,225,441,438,430,364,427,347,318,401,354,480,366.099264718502,345.871554995001,368.402927601046,0,NA,NA
"6541 Security guards and related security service occupations",7.970675,4.5714375,5.7072,1.32,1.21694375,0.872,5.1969,1.7753125,1.3125,9.02,3.1175,394,323,372,243,131,179,300,279,228,68,386,154.302863857394,138.111060313526,204.986812028487,0,NA,NA
"6551 Customer services representatives - financial institutions",13.1271,0.4305,8.148,0.0832,0.2034,0.0204,4.7397,0.75,0.93,15.0025,3.02,310.5,470.5,457.5,468.5,211,368,119.5,133.5,463.5,77.5,414.5,157.677251406855,120.51992030924,197.52259117819,0,NA,NA
"6552 Other customer and information services representatives",13.1271,0.4305,8.148,0.0832,0.2034,0.0204,4.7397,0.75,0.93,15.0025,3.02,310.5,470.5,457.5,468.5,211,368,119.5,133.5,463.5,77.5,414.5,157.677251406855,120.51992030924,197.52259117819,0,NA,NA
"6561 Image, social and other personal consultants",3.474,0.5654,5.84355,1.0323,5.978,1.502125,0.93725,0.75,0.2261,5.12865,3.7,392,352,111,176,384,368,408,385,453,417,162,401.658078897397,398.986238003577,398.541839995344,0,NA,NA
"6562 Estheticians, electrologists and related occupations",2.98239375,0.966125,4.9957375,1.13295,6.2288875,2.3997875,0.9477,0.8658625,0.104025,3.52875,3.575,422,336,105,126,400,352,436,421,421,416,221,406.714191807462,418.854970678042,404.717622103339,0,NA,NA
"6563 Pet groomers and animal care workers",3.759375,2.1056,4.312,0.89775,2.278,5.7509,1.08915,1.113125,0.0636,4.3497,3.7,444,365,311,66,405.5,305,399,402,339,400,162,371.647505104895,402.609725725841,366.285218321388,0,NA,NA
"6564 Other personal service occupations",6.8855,0.91,9.2769,0.9315,4.2355,1.4751,1.5405,1.0044,0.5244,10.3059,4.15,256,359,175,181,305.5,323.5,334,244,426,347,21.5,322.121747882394,302.963439023694,317.401180202109,0,NA,NA
"6611 Cashiers",5.6165,0.5248,12.7386,0.6165,0.9709,0.6171,2.0909,0,0.5244,5.945,2.8,140,392,389,287,305.5,474,354,371,456,280,450,361.013393071973,324.505826924545,382.814297604198,0,NA,NA
"6621 Service station attendants",13.272,10.7917,10.8498,7.6545,13.5044,1.0428,1.8643,2.1056,0.69,13.3595,3.44,206,68,14,220,273.5,136.5,114,174,90,300,280,151.374012313817,187.132889650626,137.685428748084,0,NA,NA
"6622 Store shelf stockers, clerks and order fillers",4.000425,1.105625,6.59855,0.488475,0.76415,0.0255,0.9953125,0.2261,0.36230625,8.0215,2.7075,368,414,404,466,331,454,391,316,405,410,461,379.468499075598,358.720820137786,373.734000783057,0,NA,NA
"6623 Other sales related occupations",7.35366875,1.090375,6.3658625,0.3412875,0.62115,0.417,2.868,1.194375,1.04805,9.462675,3.1875,377,429,416,341,173,289,316,263,409,197,370,253.942621510929,225.478070345223,269.15176849466,0,NA,NA
"6711 Food counter attendants, kitchen helpers and related support occupations",3.21297777777778,0.9947,5.02494444444444,0.768333333333333,3.3904,0.3753,1.67486666666667,0.431111111111111,0.0902777777777778,5.35733333333333,2.82,420,379,214,351,401.5,426,426,379,419,333,446,395.390899201142,382.702484963006,410.480583093799,0,NA,NA
"6721 Support occupations in accommodation, travel and facilities set-up services",3.64265,0.6943,2.9694,0.8174,0.8844,0.83025,2.48565,0.3125,0.6072,2.11575,2.86,472,374,396,253,288.5,438.5,402,454,439,234,439,354.258549681928,322.873773969899,394.276265037104,0,NA,NA
"6722 Operators and attendants in amusement, recreation and sport",9.237375,1.1988,7.163,0.784875,1.01925,1.0934,2.6994,1.07985,0.6336,9.4874,3.26,343,378,384,215,286,308,247,262,398,208,352.5,274.649059549668,248.392450848354,293.059673887104,0,NA,NA
"6731 Light duty cleaners",0.7546,0.682,1.1096,0.1368,1.5423,0.0742,0.5217,0.5244,0,1.9398,3.29,482,463,352,435,445.5,407.5,479,459,440,457,337.5,447.899967478922,460.813877035199,445.933181611453,0,NA,NA
"6732 Specialized cleaners",2.646,3.58,3.339,2.4708,5.588,1.029,2.1275,0,0,0.726,3.58,465,215,126,224,445.5,474,444,477,266,276,217.5,374.074803337767,392.580573378968,402.269948569599,0,NA,NA
"6733 Janitors, caretakers and building superintendents",1.8857,1.463,2.325,1.8802,4.554,0.693,1.764,0,0,2.175,2.72,475,260,162,272,445.5,474,455,450,382,309,458,411.185487572694,405.033535414759,439.902762065723,0,NA,NA
"6741 Dry cleaning, laundry and related occupations",4.9184,2.277,5.4795,1.1388,5.2056,0.8442,1.1661,0,0,3.184,2.9,406,335,138,251,445.5,474,368,429,331,393,434.5,401.858392270154,407.60919883862,403.467838230155,0,NA,NA
"6742 Other service support occupations, n.e.c.",4.0033,1.294125,4.879375,0.9159,1.38885,0.9061,2.5727625,0.140625,0.140625,4.202025,2.69,430,363,361,240,388.5,455.5,390,406,391,222,463,356.976116281331,331.503262891724,405.727501908432,0,NA,NA
"7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"7202 Contractors and supervisors, electrical trades and telecommunications occupations",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"7203 Contractors and supervisors, pipefitting trades",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"7204 Contractors and supervisors, carpentry trades",8.7843,9.1485,13.125,5.535,5.2432,1.4014,3.795,1.88,0.3125,7.7283,3.81,128,115,134,192,348,164.5,266,329,111,118,119,181.734585335964,221.676500985083,203.15443253654,0,NA,NA
"7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",10.6358,13.8507,14.5323,6.30585,4.6904,1.3545,4.107,2.88,0.9375,9.88,3.745,89,90,154,201,204,72,210,253,48,100,145,104.235113217106,170.536544126311,104.907165808545,0,NA,NA
"7231 Machinists and machining and tooling inspectors",7.4746,9.94,17.7356,4.1976,2.6553,0.7936,1.49,5.0625,1.8144,7.3556,3.34,35.5,140.5,265.5,255.5,89.5,26.5,311.5,338.5,96.5,356.5,319,90.0732097832037,200.075682085496,78.351142850442,0,NA,NA
"7232 Tool and die makers",9.7636,18.847,21.6,7.0221,4.1145,0.3597,1.2397,7.5456,1.215,11.5808,3.95,20,78,182,356,147,7,233,222,26,386,69,33.3082443926502,221.012238036244,28.1608271371059,0,NA,NA
"7233 Sheet metal workers",3.4496,8.0647,12.6786,3.7152,2.3355,0.1272,0.378,4,0.3125,4.3248,3.75,141,157,306,428,348,38,409,405,132,475,143.5,139.443852633723,405.340423866193,122.168050746905,0,NA,NA
"7234 Boilermakers",3.7496,10.0835,18.1187,5.6153,7.1577,1.8338,0.2709,1.75,0,3.906,3.53,34,109,88,151,445.5,184.5,400,408,94,478,231,238.253799216431,431.682113353085,216.49195546738,0,NA,NA
"7235 Structural metal and platework fabricators and fitters",3.6084,9.7572,15.4707,6.016,3.7026,0.68,2.2302,0.75,0,2.664,3.43,69,97,204,277,445.5,368,403,434,98,265,282.5,254.407876655299,371.29385199072,252.209647078117,0,NA,NA
